tile,n0,n1,n2,n3,n4,n5
697,44156,44159,44160,44158,44157,44155
698,44165,44166,44164,44163,44162,44161
699,44168,44169,44170,44171,44172,44167
700,44175,44176,44177,44178,44174,44173
701,44180,44183,44184,44182,44181,44179
702,44186,44189,44190,44188,44187,44185
703,44192,44195,44196,44194,44193,44191
704,44201,44202,44200,44199,44198,44197
705,44204,44205,44206,44207,44208,44203
706,44210,44213,44214,44212,44211,44209
707,44216,44217,44218,44219,44220,44215
708,44225,44226,44224,44223,44222,44221
709,44229,44230,44231,44232,44228,44227
710,44237,44238,44236,44235,44234,44233
711,44240,44241,44242,44243,44244,44239
712,44246,44249,44250,44248,44247,44245
713,44252,44255,44256,44254,44253,44251
714,44258,44261,44262,44260,44259,44257
715,44265,44266,44267,44268,44264,44263
716,44273,44274,44272,44271,44270,44269
717,44276,44277,44278,44279,44280,44275
718,44283,44284,44285,44286,44282,44281
719,44288,44289,44290,44291,44292,44287
720,44297,44298,44296,44295,44294,44293
721,44301,44302,44303,44304,44300,44299
722,44309,44310,44308,44307,44306,44305
723,44312,44313,44314,44315,44316,44311
724,44318,44321,44322,44320,44319,44317
725,44325,44326,44327,44328,44324,44323
726,44331,44332,44333,44334,44330,44329
727,44337,44338,44339,44340,44336,44335
728,44345,44346,44344,44343,44342,44341
729,44348,44349,44350,44351,44352,44347
730,44355,44356,44357,44358,44354,44353
731,44360,44361,44362,44363,44364,44359
732,44369,44370,44368,44367,44366,44365
733,44373,44374,44375,44376,44372,44371
734,44381,44382,44380,44379,44378,44377
735,44384,44385,44386,44387,44388,44383
736,44390,44393,44394,44392,44391,44389
737,44396,44399,44400,44398,44397,44395
738,44402,44405,44406,44404,44403,44401
739,44408,44411,44412,44410,44409,44407
740,44417,44418,44416,44415,44414,44413
741,44420,44421,44422,44423,44424,44419
742,44426,44429,44430,44428,44427,44425
743,44432,44433,44434,44435,44436,44431
744,44441,44442,44440,44439,44438,44437
745,44445,44446,44447,44448,44444,44443
746,44453,44454,44452,44451,44450,44449
747,44456,44459,44460,44458,44457,44455
748,44462,44465,44466,44464,44463,44461
749,44468,44469,44470,44471,44472,44467
750,44475,44476,44477,44478,44474,44473
751,44480,44481,44482,44483,44484,44479
752,44489,44490,44488,44487,44486,44485
753,44493,44494,44495,44496,44492,44491
754,44501,44502,44500,44499,44498,44497
755,44504,44505,44506,44507,44508,44503
756,44511,44512,44513,44514,44510,44509
757,44516,44519,44520,44518,44517,44515
758,44522,44525,44526,44524,44523,44521
759,44528,44531,44532,44530,44529,44527
760,44537,44538,44536,44535,44534,44533
761,44540,44541,44542,44543,44544,44539
762,44546,44549,44550,44548,44547,44545
763,44552,44553,44554,44555,44556,44551
764,44561,44562,44560,44559,44558,44557
765,44565,44566,44567,44568,44564,44563
766,44573,44574,44572,44571,44570,44569
767,44576,44577,44578,44579,44580,44575
768,44582,44585,44586,44584,44583,44581
769,44589,44590,44591,44592,44588,44587
770,44595,44596,44597,44598,44594,44593
771,44601,44602,44603,44604,44600,44599
772,44609,44610,44608,44607,44606,44605
773,44612,44613,44614,44615,44616,44611
774,44618,44621,44622,44620,44619,44617
775,44624,44625,44626,44627,44628,44623
776,44633,44634,44632,44631,44630,44629
777,44637,44638,44639,44640,44636,44635
778,44645,44646,44644,44643,44642,44641
779,44648,44649,44650,44651,44652,44647
780,44654,44657,44658,44656,44655,44653
781,44660,44663,44664,44662,44661,44659
782,44666,44669,44670,44668,44667,44665
783,44673,44674,44675,44676,44672,44671
784,44681,44682,44680,44679,44678,44677
785,44684,44685,44686,44687,44688,44683
786,44693,44694,44692,44691,44690,44689
787,44696,44697,44698,44699,44700,44695
788,44703,44704,44705,44706,44702,44701
789,44708,44711,44712,44710,44709,44707
790,44714,44717,44718,44716,44715,44713
791,44720,44723,44724,44722,44721,44719
792,44729,44730,44728,44727,44726,44725
793,44732,44733,44734,44735,44736,44731
794,44739,44740,44741,44742,44738,44737
795,44744,44747,44748,44746,44745,44743
796,44750,44753,44754,44752,44751,44749
797,44756,44759,44760,44758,44757,44755
798,44765,44766,44764,44763,44762,44761
799,44768,44769,44770,44771,44772,44767
800,44775,44776,44777,44778,44774,44773
801,44780,44783,44784,44782,44781,44779
802,44786,44789,44790,44788,44787,44785
803,44792,44795,44796,44794,44793,44791
804,44801,44802,44800,44799,44798,44797
805,44804,44805,44806,44807,44808,44803
806,44811,44812,44813,44814,44810,44809
807,44816,44819,44820,44818,44817,44815
808,44822,44825,44826,44824,44823,44821
809,44828,44831,44832,44830,44829,44827
810,44837,44838,44836,44835,44834,44833
811,44840,44841,44842,44843,44844,44839
812,44846,44849,44850,44848,44847,44845
813,44852,44855,44856,44854,44853,44851
814,44858,44861,44862,44860,44859,44857
815,44864,44867,44868,44866,44865,44863
816,44873,44874,44872,44871,44870,44869
817,44876,44880,44879,44878,44877,44875
818,44884,44883,44885,44886,44882,44881
819,44891,44892,44890,44889,44888,44887
820,44896,44895,44897,44898,44894,44893
821,44901,44902,44903,44904,44900,44899
822,44908,44907,44909,44910,44906,44905
823,44912,44914,44913,44915,44916,44911
824,44919,44920,44921,44922,44918,44917
825,44926,44925,44927,44928,44924,44923
826,44931,44932,44933,44934,44930,44929
827,44938,44937,44939,44940,44936,44935
828,44945,44946,44944,44943,44942,44941
829,44948,44950,44949,44951,44952,44947
830,44954,44958,44957,44956,44955,44953
831,44962,44961,44963,44964,44960,44959
832,44967,44968,44969,44970,44966,44965
833,44974,44973,44975,44976,44972,44971
834,44981,44982,44980,44979,44978,44977
835,44984,44986,44985,44987,44988,44983
836,44990,44994,44993,44992,44991,44989
837,44998,44997,44999,45000,44996,44995
838,45003,45004,45005,45006,45002,45001
839,45010,45009,45011,45012,45008,45007
840,45017,45018,45016,45015,45014,45013
841,45020,45022,45021,45023,45024,45019
842,45027,45028,45029,45030,45026,45025
843,45032,45036,45035,45034,45033,45031
844,45038,45042,45041,45040,45039,45037
845,45046,45045,45047,45048,45044,45043
846,45053,45054,45052,45051,45050,45049
847,45056,45058,45057,45059,45060,45055
848,45062,45066,45065,45064,45063,45061
849,45068,45072,45071,45070,45069,45067
850,45074,45078,45077,45076,45075,45073
851,45082,45081,45083,45084,45080,45079
852,45089,45090,45088,45087,45086,45085
853,45092,45094,45093,45095,45096,45091
854,45099,45100,45101,45102,45098,45097
855,45106,45105,45107,45108,45104,45103
856,45111,45112,45113,45114,45110,45109
857,45118,45117,45119,45120,45116,45115
858,45125,45126,45124,45123,45122,45121
859,45128,45130,45129,45131,45132,45127
860,45134,45138,45137,45136,45135,45133
861,45142,45141,45143,45144,45140,45139
862,45147,45148,45149,45150,45146,45145
863,45154,45153,45155,45156,45152,45151
864,45161,45162,45160,45159,45158,45157
865,45164,45166,45165,45167,45168,45163
866,45171,45172,45173,45174,45170,45169
867,45176,45180,45179,45178,45177,45175
868,45182,45186,45185,45184,45183,45181
869,45190,45189,45191,45192,45188,45187
870,45197,45198,45196,45195,45194,45193
871,45200,45202,45201,45203,45204,45199
872,45207,45208,45209,45210,45206,45205
873,45212,45216,45215,45214,45213,45211
874,45218,45222,45221,45220,45219,45217
875,45226,45225,45227,45228,45224,45223
876,45233,45234,45232,45231,45230,45229
877,45236,45238,45237,45239,45240,45235
878,45242,45246,45245,45244,45243,45241
879,45250,45249,45251,45252,45248,45247
880,45255,45256,45257,45258,45254,45253
881,45262,45261,45263,45264,45260,45259
882,45269,45270,45268,45267,45266,45265
883,45272,45274,45273,45275,45276,45271
884,45278,45282,45281,45280,45279,45277
885,45284,45288,45287,45286,45285,45283
886,45290,45294,45293,45292,45291,45289
887,45298,45297,45299,45300,45296,45295
888,45305,45306,45304,45303,45302,45301
889,45308,45310,45309,45311,45312,45307
890,45315,45316,45317,45318,45314,45313
891,45322,45321,45323,45324,45320,45319
892,45327,45328,45329,45330,45326,45325
893,45334,45333,45335,45336,45332,45331
894,45341,45342,45340,45339,45338,45337
895,45344,45346,45345,45347,45348,45343
896,45350,45354,45353,45352,45351,45349
897,45358,45357,45359,45360,45356,45355
898,45363,45364,45365,45366,45362,45361
899,45370,45369,45371,45372,45368,45367
900,45377,45378,45376,45375,45374,45373
901,45380,45382,45381,45383,45384,45379
902,45387,45388,45389,45390,45386,45385
903,45392,45396,45395,45394,45393,45391
904,45398,45402,45401,45400,45399,45397
905,45406,45405,45407,45408,45404,45403
906,45413,45414,45412,45411,45410,45409
907,45416,45418,45417,45419,45420,45415
908,45423,45424,45425,45426,45422,45421
909,45428,45432,45431,45430,45429,45427
910,45434,45438,45437,45436,45435,45433
911,45442,45441,45443,45444,45440,45439
912,45449,45450,45448,45447,45446,45445
913,45452,45454,45453,45455,45456,45451
914,45458,45462,45461,45460,45459,45457
915,45466,45465,45467,45468,45464,45463
916,45471,45472,45473,45474,45470,45469
917,45478,45477,45479,45480,45476,45475
918,45485,45486,45484,45483,45482,45481
919,45488,45490,45489,45491,45492,45487
920,45494,45498,45497,45496,45495,45493
921,45500,45504,45503,45502,45501,45499
922,45506,45510,45509,45508,45507,45505
923,45514,45513,45515,45516,45512,45511
924,45521,45522,45520,45519,45518,45517
925,45524,45526,45525,45527,45528,45523
926,45531,45532,45533,45534,45530,45529
927,45538,45537,45539,45540,45536,45535
928,45543,45544,45545,45546,45542,45541
929,45550,45549,45551,45552,45548,45547
930,45557,45558,45556,45555,45554,45553
931,45560,45562,45561,45563,45564,45559
932,45566,45570,45569,45568,45567,45565
933,45574,45573,45575,45576,45572,45571
934,45579,45580,45581,45582,45578,45577
935,45586,45585,45587,45588,45584,45583
936,45593,45594,45592,45591,45590,45589
937,45596,45598,45597,45599,45600,45595
938,45603,45604,45605,45606,45602,45601
939,45610,45609,45611,45612,45608,45607
940,45615,45616,45617,45618,45614,45613
941,45622,45621,45623,45624,45620,45619
942,45629,45630,45628,45627,45626,45625
943,45632,45634,45633,45635,45636,45631
944,45638,45642,45641,45640,45639,45637
945,45644,45648,45647,45646,45645,45643
946,45650,45654,45653,45652,45651,45649
947,45658,45657,45659,45660,45656,45655
948,45665,45666,45664,45663,45662,45661
949,45668,45670,45669,45671,45672,45667
950,45674,45678,45677,45676,45675,45673
951,45682,45681,45683,45684,45680,45679
952,45687,45688,45689,45690,45686,45685
953,45694,45693,45695,45696,45692,45691
954,45701,45702,45700,45699,45698,45697
955,45704,45706,45705,45707,45708,45703
956,45710,45714,45713,45712,45711,45709
957,45716,45720,45719,45718,45717,45715
958,45722,45726,45725,45724,45723,45721
959,45730,45729,45731,45732,45728,45727
960,45737,45738,45736,45735,45734,45733
961,45740,45742,45741,45743,45744,45739
962,45747,45748,45749,45750,45746,45745
963,45754,45753,45755,45756,45752,45751
964,45759,45760,45761,45762,45758,45757
965,45766,45765,45767,45768,45764,45763
966,45773,45774,45772,45771,45770,45769
967,45776,45778,45777,45779,45780,45775
968,45783,45784,45785,45786,45782,45781
969,45788,45792,45791,45790,45789,45787
970,45794,45798,45797,45796,45795,45793
971,45802,45801,45803,45804,45800,45799
972,45809,45810,45808,45807,45806,45805
973,45812,45814,45813,45815,45816,45811
974,45818,45822,45821,45820,45819,45817
975,45826,45825,45827,45828,45824,45823
976,45831,45832,45833,45834,45830,45829
977,45838,45837,45839,45840,45836,45835
978,45845,45846,45844,45843,45842,45841
979,45848,45850,45849,45851,45852,45847
980,45854,45858,45857,45856,45855,45853
981,45862,45861,45863,45864,45860,45859
982,45867,45868,45869,45870,45866,45865
983,45874,45873,45875,45876,45872,45871
984,45881,45882,45880,45879,45878,45877
985,45884,45886,45885,45887,45888,45883
986,45890,45894,45893,45892,45891,45889
987,45898,45897,45899,45900,45896,45895
988,45903,45904,45905,45906,45902,45901
989,45910,45909,45911,45912,45908,45907
990,45917,45918,45916,45915,45914,45913
991,45920,45922,45921,45923,45924,45919
992,45926,45930,45929,45928,45927,45925
993,45932,45936,45935,45934,45933,45931
994,45938,45942,45941,45940,45939,45937
995,45946,45945,45947,45948,45944,45943
996,45953,45954,45952,45951,45950,45949
997,45956,45958,45957,45959,45960,45955
998,45963,45964,45965,45966,45962,45961
999,45970,45969,45971,45972,45968,45967
1000,45975,45976,45977,45978,45974,45973
1001,45982,45981,45983,45984,45980,45979
1002,45989,45990,45988,45987,45986,45985
1003,45992,45994,45993,45995,45996,45991
1004,45999,46000,46001,46002,45998,45997
1005,46004,46008,46007,46006,46005,46003
1006,46010,46014,46013,46012,46011,46009
1007,46018,46017,46019,46020,46016,46015
1008,46025,46026,46024,46023,46022,46021
1009,46028,46030,46029,46031,46032,46027
1010,46035,46036,46037,46038,46034,46033
1011,46040,46044,46043,46042,46041,46039
1012,46046,46050,46049,46048,46047,46045
1013,46054,46053,46055,46056,46052,46051
1014,46061,46062,46060,46059,46058,46057
1015,46064,46066,46065,46067,46068,46063
1016,46071,46072,46073,46074,46070,46069
1017,46076,46080,46079,46078,46077,46075
1018,46082,46086,46085,46084,46083,46081
1019,46090,46089,46091,46092,46088,46087
1020,46097,46098,46096,46095,46094,46093
1021,46100,46102,46101,46103,46104,46099
1022,46107,46108,46109,46110,46106,46105
1023,46112,46116,46115,46114,46113,46111
1024,46118,46122,46121,46120,46119,46117
1025,46126,46125,46127,46128,46124,46123
1026,46133,46134,46132,46131,46130,46129
1027,46136,46138,46137,46139,46140,46135
1028,46142,46146,46145,46144,46143,46141
1029,46148,46152,46151,46150,46149,46147
1030,46154,46158,46157,46156,46155,46153
1031,46162,46161,46163,46164,46160,46159
1032,46169,46170,46168,46167,46166,46165
1033,46175,46176,46174,46173,46172,46171
1034,46178,46180,46179,46181,46182,46177
1035,46184,46188,46187,46186,46185,46183
1036,46192,46191,46193,46194,46190,46189
1037,46197,46198,46199,46200,46196,46195
1038,46204,46203,46205,46206,46202,46201
1039,46211,46212,46210,46209,46208,46207
1040,46214,46216,46215,46217,46218,46213
1041,46220,46224,46223,46222,46221,46219
1042,46226,46228,46227,46229,46230,46225
1043,46236,46235,46234,46233,46232,46231
1044,46240,46239,46241,46242,46238,46237
1045,46247,46248,46246,46245,46244,46243
1046,46250,46252,46251,46253,46254,46249
1047,46260,46259,46261,46262,46258,46257
1048,46266,46268,46267,46269,46270,46265
1049,46273,46274,46275,46276,46272,46271
1050,46278,46280,46279,46281,46282,46277
1051,46288,46287,46286,46285,46284,46283
1052,46292,46291,46293,46294,46290,46289
1053,46299,46300,46298,46297,46296,46295
1054,46302,46304,46303,46305,46306,46301
1055,46308,46312,46311,46310,46309,46307
1056,46316,46315,46317,46318,46314,46313
1057,46321,46322,46323,46324,46320,46319
1058,46328,46327,46329,46330,46326,46325
1059,46335,46336,46334,46333,46332,46331
1060,46338,46340,46339,46341,46342,46337
1061,46345,46346,46347,46348,46344,46343
1062,46350,46354,46353,46352,46351,46349
1063,46356,46360,46359,46358,46357,46355
1064,46362,46366,46365,46364,46363,46361
1065,46372,46371,46370,46369,46368,46367
1066,46374,46376,46375,46377,46378,46373
1067,46381,46382,46383,46384,46380,46379
1068,46386,46390,46389,46388,46387,46385
1069,46392,46396,46395,46394,46393,46391
1070,46398,46402,46401,46400,46399,46397
1071,46408,46407,46406,46405,46404,46403
1072,46410,46412,46411,46413,46414,46409
1073,46416,46420,46419,46418,46417,46415
1074,46422,46424,46423,46425,46426,46421
1075,46432,46431,46430,46429,46428,46427
1076,46436,46435,46437,46438,46434,46433
1077,46443,46444,46442,46441,46440,46439
1078,46446,46448,46447,46449,46450,46445
1079,46452,46456,46455,46454,46453,46451
1080,46458,46462,46461,46460,46459,46457
1081,46464,46468,46467,46466,46465,46463
1082,46472,46471,46473,46474,46470,46469
1083,46479,46480,46478,46477,46476,46475
1084,46482,46484,46483,46485,46486,46481
1085,46489,46490,46491,46492,46488,46487
1086,46494,46498,46497,46496,46495,46493
1087,46500,46504,46503,46502,46501,46499
1088,46506,46510,46509,46508,46507,46505
1089,46516,46515,46514,46513,46512,46511
1090,46518,46520,46519,46521,46522,46517
1091,46525,46526,46527,46528,46524,46523
1092,46530,46534,46533,46532,46531,46529
1093,46536,46540,46539,46538,46537,46535
1094,46542,46546,46545,46544,46543,46541
1095,46552,46551,46550,46549,46548,46547
1096,46555,46556,46557,46558,46554,46553
1097,46566,46565,46567,46568,46564,46563
1098,46573,46574,46572,46571,46570,46569
1099,46576,46578,46577,46579,46580,46575
1100,46582,46586,46585,46584,46583,46581
1101,46588,46590,46589,46591,46592,46587
1102,46598,46597,46596,46595,46594,46593
1103,46602,46601,46603,46604,46600,46599
1104,46609,46610,46608,46607,46606,46605
1105,46612,46614,46613,46615,46616,46611
1106,46618,46622,46621,46620,46619,46617
1107,46624,46628,46627,46626,46625,46623
1108,46630,46634,46633,46632,46631,46629
1109,46638,46637,46639,46640,46636,46635
1110,46645,46646,46644,46643,46642,46641
1111,46648,46650,46649,46651,46652,46647
1112,46655,46656,46657,46658,46654,46653
1113,46660,46662,46661,46663,46664,46659
1114,46670,46669,46668,46667,46666,46665
1115,46674,46673,46675,46676,46672,46671
1116,46681,46682,46680,46679,46678,46677
1117,46684,46686,46685,46687,46688,46683
1118,46691,46692,46693,46694,46690,46689
1119,46696,46700,46699,46698,46697,46695
1120,46702,46706,46705,46704,46703,46701
1121,46708,46712,46711,46710,46709,46707
1122,46718,46717,46716,46715,46714,46713
1123,46720,46722,46721,46723,46724,46719
1124,46726,46730,46729,46728,46727,46725
1125,46732,46734,46733,46735,46736,46731
